stem,path,mother
P1643__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2472___1648.png,P1643
P1643__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2472___2472.png,P1643
P1643__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2472___2976.png,P1643
P1643__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2472___824.png,P1643
P1643__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2976___0.png,P1643
P1643__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2976___1648.png,P1643
P1643__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2976___2472.png,P1643
P1643__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2976___2976.png,P1643
P1643__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__2976___824.png,P1643
P1643__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__824___0.png,P1643
P1643__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__824___1648.png,P1643
P1643__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__824___2472.png,P1643
P1643__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__824___2976.png,P1643
P1643__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1643__1024__824___824.png,P1643
P1647__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__0___0.png,P1647
P1647__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__0___1648.png,P1647
P1647__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__0___2472.png,P1647
P1647__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__0___2976.png,P1647
P1647__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__0___824.png,P1647
P1647__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__1648___0.png,P1647
P1647__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__1648___1648.png,P1647
P1647__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__1648___2472.png,P1647
P1647__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__1648___2976.png,P1647
P1647__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__1648___824.png,P1647
P1647__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2472___0.png,P1647
P1647__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2472___1648.png,P1647
P1647__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2472___2472.png,P1647
P1647__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2472___2976.png,P1647
P1647__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2472___824.png,P1647
P1647__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2976___0.png,P1647
P1647__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2976___1648.png,P1647
P1647__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2976___2472.png,P1647
P1647__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2976___2976.png,P1647
P1647__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__2976___824.png,P1647
P1647__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__824___0.png,P1647
P1647__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__824___1648.png,P1647
P1647__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__824___2472.png,P1647
P1647__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__824___2976.png,P1647
P1647__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1647__1024__824___824.png,P1647
P1650__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__0___0.png,P1650
P1650__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__0___1648.png,P1650
P1650__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__0___2472.png,P1650
P1650__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__0___2976.png,P1650
P1650__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__0___824.png,P1650
P1650__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__1648___0.png,P1650
P1650__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__1648___1648.png,P1650
P1650__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__1648___2472.png,P1650
P1650__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__1648___2976.png,P1650
P1650__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__1648___824.png,P1650
P1650__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__2472___0.png,P1650
P1650__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__2472___1648.png,P1650
P1650__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__2472___2472.png,P1650
P1650__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__2472___2976.png,P1650
P1650__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__2472___824.png,P1650
P1650__1024__3271___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__3271___0.png,P1650
P1650__1024__3271___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__3271___1648.png,P1650
P1650__1024__3271___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__3271___2472.png,P1650
P1650__1024__3271___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__3271___2976.png,P1650
P1650__1024__3271___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__3271___824.png,P1650
P1650__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__824___0.png,P1650
P1650__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__824___1648.png,P1650
P1650__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__824___2472.png,P1650
P1650__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__824___2976.png,P1650
P1650__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1650__1024__824___824.png,P1650
P1651__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__0___0.png,P1651
P1651__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__0___1648.png,P1651
P1651__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__0___2472.png,P1651
P1651__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__0___2976.png,P1651
P1651__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__0___824.png,P1651
P1651__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__1648___0.png,P1651
P1651__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__1648___1648.png,P1651
P1651__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__1648___2472.png,P1651
P1651__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__1648___2976.png,P1651
P1651__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__1648___824.png,P1651
P1651__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2472___0.png,P1651
P1651__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2472___1648.png,P1651
P1651__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2472___2472.png,P1651
P1651__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2472___2976.png,P1651
P1651__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2472___824.png,P1651
P1651__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2976___0.png,P1651
P1651__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2976___1648.png,P1651
P1651__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2976___2472.png,P1651
P1651__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2976___2976.png,P1651
P1651__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__2976___824.png,P1651
P1651__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__824___0.png,P1651
P1651__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__824___1648.png,P1651
P1651__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__824___2472.png,P1651
P1651__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__824___2976.png,P1651
P1651__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1651__1024__824___824.png,P1651
P1666__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__0___0.png,P1666
P1666__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__0___1648.png,P1666
P1666__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__0___2472.png,P1666
P1666__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__0___2976.png,P1666
P1666__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__0___824.png,P1666
P1666__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__1648___0.png,P1666
P1666__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__1648___1648.png,P1666
P1666__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__1648___2472.png,P1666
P1666__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__1648___2976.png,P1666
P1666__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__1648___824.png,P1666
P1666__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2472___0.png,P1666
P1666__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2472___1648.png,P1666
P1666__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2472___2472.png,P1666
P1666__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2472___2976.png,P1666
P1666__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2472___824.png,P1666
P1666__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2976___0.png,P1666
P1666__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2976___1648.png,P1666
P1666__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2976___2472.png,P1666
P1666__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2976___2976.png,P1666
P1666__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__2976___824.png,P1666
P1666__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__824___0.png,P1666
P1666__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__824___1648.png,P1666
P1666__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__824___2472.png,P1666
P1666__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__824___2976.png,P1666
P1666__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1666__1024__824___824.png,P1666
P1672__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__0___0.png,P1672
P1672__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__0___1648.png,P1672
P1672__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__0___2472.png,P1672
P1672__1024__0___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__0___3296.png,P1672
P1672__1024__0___3960,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__0___3960.png,P1672
P1672__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__0___824.png,P1672
P1672__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__1648___0.png,P1672
P1672__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__1648___1648.png,P1672
P1672__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__1648___2472.png,P1672
P1672__1024__1648___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__1648___3296.png,P1672
P1672__1024__1648___3960,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__1648___3960.png,P1672
P1672__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__1648___824.png,P1672
P1672__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2472___0.png,P1672
P1672__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2472___1648.png,P1672
P1672__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2472___2472.png,P1672
P1672__1024__2472___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2472___3296.png,P1672
P1672__1024__2472___3960,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2472___3960.png,P1672
P1672__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2472___824.png,P1672
P1672__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2976___0.png,P1672
P1672__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2976___1648.png,P1672
P1672__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2976___2472.png,P1672
P1672__1024__2976___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2976___3296.png,P1672
P1672__1024__2976___3960,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2976___3960.png,P1672
P1672__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__2976___824.png,P1672
P1672__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__824___0.png,P1672
P1672__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__824___1648.png,P1672
P1672__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__824___2472.png,P1672
P1672__1024__824___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__824___3296.png,P1672
P1672__1024__824___3960,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__824___3960.png,P1672
P1672__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1672__1024__824___824.png,P1672
P1679__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__0___0.png,P1679
P1679__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__0___1648.png,P1679
P1679__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__0___2472.png,P1679
P1679__1024__0___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__0___3296.png,P1679
P1679__1024__0___3962,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__0___3962.png,P1679
P1679__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__0___824.png,P1679
P1679__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__1648___0.png,P1679
P1679__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__1648___1648.png,P1679
P1679__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__1648___2472.png,P1679
P1679__1024__1648___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1679__1024__1648___3296.png,P1679
