assignment_version,annotator_slot,task_order,anon_id,dataset,image_id,pred_id,crop_relpath,long_side_angle_deg_le90,cannot_determine,annotator_id,annotation_timestamp_utc
m4-v3-e6479d43f0b9,A,1151,90231b4b22380c3e,SODA-A,00832__800__3000___1800,7,crops/90231b4b22380c3e.jpg,,,,
m4-v3-e6479d43f0b9,A,1152,02c412af09d3f748,SODA-A,00820__800__1200___600,80,crops/02c412af09d3f748.jpg,,,,
m4-v3-e6479d43f0b9,A,1153,2966227c8a0053ea,DIOR-R,20178,1,crops/2966227c8a0053ea.jpg,,,,
m4-v3-e6479d43f0b9,A,1154,95496f30b5c0a33e,FAIR1M-v1.0,5650__1024__0___0,1,crops/95496f30b5c0a33e.jpg,,,,
m4-v3-e6479d43f0b9,A,1155,9d5018a6e8063a1c,FAIR1M-v1.0,14755__1024__0___0,185,crops/9d5018a6e8063a1c.jpg,,,,
m4-v3-e6479d43f0b9,A,1156,f9cff91fc38074f4,SODA-A,00849__800__2400___1203,241,crops/f9cff91fc38074f4.jpg,,,,
m4-v3-e6479d43f0b9,A,1157,120aec1c4c91812e,FAIR1M-v1.0,15493__1024__0___0,9,crops/120aec1c4c91812e.jpg,,,,
m4-v3-e6479d43f0b9,A,1158,52ab0acd2f19f80a,SODA-A,02022__800__4000___0,134,crops/52ab0acd2f19f80a.jpg,,,,
m4-v3-e6479d43f0b9,A,1159,2a41ba05f9233ab3,DIOR-R,22591,16,crops/2a41ba05f9233ab3.jpg,,,,
m4-v3-e6479d43f0b9,A,1160,68676ad36589584c,DIOR-R,20947,59,crops/68676ad36589584c.jpg,,,,
m4-v3-e6479d43f0b9,A,1161,a80f6cac05b5fcea,DIOR-R,13605,18,crops/a80f6cac05b5fcea.jpg,,,,
m4-v3-e6479d43f0b9,A,1162,0e474d2393abdac0,FAIR1M-v1.0,8880__1024__0___0,10,crops/0e474d2393abdac0.jpg,,,,
m4-v3-e6479d43f0b9,A,1163,163d43733201065c,SODA-A,00733__800__1200___600,27,crops/163d43733201065c.jpg,,,,
m4-v3-e6479d43f0b9,A,1164,2f209c8422019910,DIOR-R,13821,44,crops/2f209c8422019910.jpg,,,,
m4-v3-e6479d43f0b9,A,1165,263a33f49bd21f6b,SODA-A,00640__800__1800___1200,2,crops/263a33f49bd21f6b.jpg,,,,
m4-v3-e6479d43f0b9,A,1166,81308ed0058f5114,FAIR1M-v1.0,7719__1024__0___0,7,crops/81308ed0058f5114.jpg,,,,
m4-v3-e6479d43f0b9,A,1167,0206113e070c1b5c,DIOR-R,13107,28,crops/0206113e070c1b5c.jpg,,,,
m4-v3-e6479d43f0b9,A,1168,a25d8b1cd028da04,SODA-A,00226__800__2400___600,19,crops/a25d8b1cd028da04.jpg,,,,
m4-v3-e6479d43f0b9,A,1169,37882c27aa218afa,SODA-A,00849__800__2425___1200,575,crops/37882c27aa218afa.jpg,,,,
m4-v3-e6479d43f0b9,A,1170,2a11bca073321fa8,FAIR1M-v1.0,3198__1024__0___0,33,crops/2a11bca073321fa8.jpg,,,,
m4-v3-e6479d43f0b9,A,1171,fc5045dd9772e2e2,DIOR-R,16672,26,crops/fc5045dd9772e2e2.jpg,,,,
m4-v3-e6479d43f0b9,A,1172,146113697634782e,SODA-A,02114__800__3600___600,347,crops/146113697634782e.jpg,,,,
m4-v3-e6479d43f0b9,A,1173,83cb088ff9be7d6c,SODA-A,02152__800__0___0,451,crops/83cb088ff9be7d6c.jpg,,,,
m4-v3-e6479d43f0b9,A,1174,83e6c09bd367c01f,SODA-A,01795__800__1800___600,115,crops/83e6c09bd367c01f.jpg,,,,
m4-v3-e6479d43f0b9,A,1175,42e257a616269513,FAIR1M-v1.0,759__1024__0___0,18,crops/42e257a616269513.jpg,,,,
m4-v3-e6479d43f0b9,A,1176,45f4d5e24d33e4db,SODA-A,02061__800__3000___1200,147,crops/45f4d5e24d33e4db.jpg,,,,
m4-v3-e6479d43f0b9,A,1177,db48608c74c6068b,SODA-A,02114__800__1800___1200,242,crops/db48608c74c6068b.jpg,,,,
m4-v3-e6479d43f0b9,A,1178,9b151a971428a313,FAIR1M-v1.0,8225__1024__0___0,195,crops/9b151a971428a313.jpg,,,,
m4-v3-e6479d43f0b9,A,1179,db83058746b8128c,SODA-A,00257__800__600___1200,48,crops/db83058746b8128c.jpg,,,,
m4-v3-e6479d43f0b9,A,1180,20ea3ebadf81bc25,FAIR1M-v1.0,1087__1024__0___0,42,crops/20ea3ebadf81bc25.jpg,,,,
m4-v3-e6479d43f0b9,A,1181,92c849f42d72aaae,SODA-A,00855__800__3600___1985,312,crops/92c849f42d72aaae.jpg,,,,
m4-v3-e6479d43f0b9,A,1182,e2039700213f385f,DIOR-R,17001,23,crops/e2039700213f385f.jpg,,,,
m4-v3-e6479d43f0b9,A,1183,984d5b9f6f0d5236,SODA-A,02512__800__3000___600,181,crops/984d5b9f6f0d5236.jpg,,,,
m4-v3-e6479d43f0b9,A,1184,3fab56fa4e0c7c8f,DIOR-R,14135,2,crops/3fab56fa4e0c7c8f.jpg,,,,
m4-v3-e6479d43f0b9,A,1185,807b99eb9be9279b,DIOR-R,19476,2,crops/807b99eb9be9279b.jpg,,,,
m4-v3-e6479d43f0b9,A,1186,c14e7257b339d0b2,FAIR1M-v1.0,12607__1024__0___0,9,crops/c14e7257b339d0b2.jpg,,,,
m4-v3-e6479d43f0b9,A,1187,fb611adccd38b771,SODA-A,01786__800__3600___1800,2,crops/fb611adccd38b771.jpg,,,,
m4-v3-e6479d43f0b9,A,1188,82c4924261548150,SODA-A,01099__800__0___1985,80,crops/82c4924261548150.jpg,,,,
m4-v3-e6479d43f0b9,A,1189,533a300d84fea9a7,DIOR-R,21906,49,crops/533a300d84fea9a7.jpg,,,,
m4-v3-e6479d43f0b9,A,1190,2c886f392668d0b7,DIOR-R,13889,6,crops/2c886f392668d0b7.jpg,,,,
m4-v3-e6479d43f0b9,A,1191,f6cd92b2639f66fa,SODA-A,01449__800__2400___1985,5,crops/f6cd92b2639f66fa.jpg,,,,
m4-v3-e6479d43f0b9,A,1192,4b8fb2ecfa5f7944,FAIR1M-v1.0,376__1024__0___0,34,crops/4b8fb2ecfa5f7944.jpg,,,,
m4-v3-e6479d43f0b9,A,1193,c222674b10a879d6,DIOR-R,19665,2,crops/c222674b10a879d6.jpg,,,,
m4-v3-e6479d43f0b9,A,1194,1a3b1bd959889522,FAIR1M-v1.0,1577__1024__0___0,29,crops/1a3b1bd959889522.jpg,,,,
m4-v3-e6479d43f0b9,A,1195,7ac14ed326acd44c,FAIR1M-v1.0,2898__1024__0___0,40,crops/7ac14ed326acd44c.jpg,,,,
m4-v3-e6479d43f0b9,A,1196,1a37659819d0ba6a,DIOR-R,22813,3,crops/1a37659819d0ba6a.jpg,,,,
m4-v3-e6479d43f0b9,A,1197,751a55018748c305,FAIR1M-v1.0,8283__1024__0___0,29,crops/751a55018748c305.jpg,,,,
m4-v3-e6479d43f0b9,A,1198,298dd5f56ae1ad1f,DIOR-R,16678,1,crops/298dd5f56ae1ad1f.jpg,,,,
m4-v3-e6479d43f0b9,A,1199,5287a0b309b44a52,DIOR-R,21752,0,crops/5287a0b309b44a52.jpg,,,,
m4-v3-e6479d43f0b9,A,1200,a31230622c651540,SODA-A,00618__800__1200___1985,0,crops/a31230622c651540.jpg,,,,
m4-v3-e6479d43f0b9,A,1201,3e77e42e20134cea,DIOR-R,15508,1,crops/3e77e42e20134cea.jpg,,,,
m4-v3-e6479d43f0b9,A,1202,8be91e8e99593b9d,DIOR-R,17758,56,crops/8be91e8e99593b9d.jpg,,,,
m4-v3-e6479d43f0b9,A,1203,fb318a8ea9d116fb,SODA-A,02024__800__3901___600,42,crops/fb318a8ea9d116fb.jpg,,,,
m4-v3-e6479d43f0b9,A,1204,6a3a28697c1c47be,FAIR1M-v1.0,2636__1024__0___0,1,crops/6a3a28697c1c47be.jpg,,,,
m4-v3-e6479d43f0b9,A,1205,0bc4744d9cbd79c2,SODA-A,01419__800__3600___1944,4,crops/0bc4744d9cbd79c2.jpg,,,,
m4-v3-e6479d43f0b9,A,1206,adf3be66a825e576,FAIR1M-v1.0,5496__1024__0___0,45,crops/adf3be66a825e576.jpg,,,,
m4-v3-e6479d43f0b9,A,1207,9a9b369896982dc9,SODA-A,02107__800__600___1800,152,crops/9a9b369896982dc9.jpg,,,,
m4-v3-e6479d43f0b9,A,1208,2b87117a74226e29,FAIR1M-v1.0,11506__1024__824___976,15,crops/2b87117a74226e29.jpg,,,,
m4-v3-e6479d43f0b9,A,1209,f61b4b52cd6acaf3,DIOR-R,14868,37,crops/f61b4b52cd6acaf3.jpg,,,,
m4-v3-e6479d43f0b9,A,1210,805706f459321b1f,SODA-A,01542__800__3955___1800,8,crops/805706f459321b1f.jpg,,,,
m4-v3-e6479d43f0b9,A,1211,84b5e69e679eeb27,SODA-A,01995__800__3600___0,13,crops/84b5e69e679eeb27.jpg,,,,
m4-v3-e6479d43f0b9,A,1212,814019156d099f51,SODA-A,01331__800__1800___600,91,crops/814019156d099f51.jpg,,,,
m4-v3-e6479d43f0b9,A,1213,adcae9c6e040301c,FAIR1M-v1.0,13743__1024__0___0,100,crops/adcae9c6e040301c.jpg,,,,
m4-v3-e6479d43f0b9,A,1214,2effcce362d32bfb,DIOR-R,19879,42,crops/2effcce362d32bfb.jpg,,,,
m4-v3-e6479d43f0b9,A,1215,d4271ea74de4a195,SODA-A,01028__800__600___1800,166,crops/d4271ea74de4a195.jpg,,,,
m4-v3-e6479d43f0b9,A,1216,c2331deb4b0d8dbe,DIOR-R,16803,6,crops/c2331deb4b0d8dbe.jpg,,,,
m4-v3-e6479d43f0b9,A,1217,fae7e864a1858715,SODA-A,00202__800__1800___1800,146,crops/fae7e864a1858715.jpg,,,,
m4-v3-e6479d43f0b9,A,1218,e9aa2a06a31d5d39,DIOR-R,23373,4,crops/e9aa2a06a31d5d39.jpg,,,,
m4-v3-e6479d43f0b9,A,1219,642bfcf6fdaa7b7d,SODA-A,01816__800__3600___1200,115,crops/642bfcf6fdaa7b7d.jpg,,,,
m4-v3-e6479d43f0b9,A,1220,dc02150225901330,FAIR1M-v1.0,15211__1024__0___0,4,crops/dc02150225901330.jpg,,,,
m4-v3-e6479d43f0b9,A,1221,4aa211346a0b64c5,FAIR1M-v1.0,8983__1024__0___0,12,crops/4aa211346a0b64c5.jpg,,,,
m4-v3-e6479d43f0b9,A,1222,852e45a32b80e76b,FAIR1M-v1.0,9419__1024__0___0,21,crops/852e45a32b80e76b.jpg,,,,
m4-v3-e6479d43f0b9,A,1223,86532e3556278dea,DIOR-R,21819,12,crops/86532e3556278dea.jpg,,,,
m4-v3-e6479d43f0b9,A,1224,a3952bedb7c5067f,SODA-A,01600__800__1200___1800,88,crops/a3952bedb7c5067f.jpg,,,,
m4-v3-e6479d43f0b9,A,1225,75cc8a15ffd51659,DIOR-R,14459,111,crops/75cc8a15ffd51659.jpg,,,,
m4-v3-e6479d43f0b9,A,1226,a669b187737bc6d4,SODA-A,00063__800__1200___1200,12,crops/a669b187737bc6d4.jpg,,,,
m4-v3-e6479d43f0b9,A,1227,0f734a89cc7b0957,SODA-A,01885__800__4000___1800,78,crops/0f734a89cc7b0957.jpg,,,,
m4-v3-e6479d43f0b9,A,1228,30446a2d271e3cbf,FAIR1M-v1.0,15750__1024__0___0,3,crops/30446a2d271e3cbf.jpg,,,,
m4-v3-e6479d43f0b9,A,1229,33f63e93f4fedb23,FAIR1M-v1.0,10090__1024__0___0,3,crops/33f63e93f4fedb23.jpg,,,,
m4-v3-e6479d43f0b9,A,1230,bc1b887d7bcea65c,FAIR1M-v1.0,208__1024__0___0,137,crops/bc1b887d7bcea65c.jpg,,,,
m4-v3-e6479d43f0b9,A,1231,2a3a1df8033a8109,DIOR-R,16819,14,crops/2a3a1df8033a8109.jpg,,,,
m4-v3-e6479d43f0b9,A,1232,4b2a9d276b16da45,FAIR1M-v1.0,2443__1024__0___0,72,crops/4b2a9d276b16da45.jpg,,,,
m4-v3-e6479d43f0b9,A,1233,a19bdbe0b262029a,FAIR1M-v1.0,7420__1024__0___0,160,crops/a19bdbe0b262029a.jpg,,,,
m4-v3-e6479d43f0b9,A,1234,2b4f50e65e28be6e,FAIR1M-v1.0,15105__1024__0___0,199,crops/2b4f50e65e28be6e.jpg,,,,
m4-v3-e6479d43f0b9,A,1235,cf0f7b50559d0136,DIOR-R,15060,8,crops/cf0f7b50559d0136.jpg,,,,
m4-v3-e6479d43f0b9,A,1236,3bc9f4b50b015bc1,SODA-A,00502__800__4000___0,43,crops/3bc9f4b50b015bc1.jpg,,,,
m4-v3-e6479d43f0b9,A,1237,cd417bd105022d05,SODA-A,00867__800__1200___2045,62,crops/cd417bd105022d05.jpg,,,,
m4-v3-e6479d43f0b9,A,1238,c588b2f3e2d1160c,DIOR-R,15236,76,crops/c588b2f3e2d1160c.jpg,,,,
m4-v3-e6479d43f0b9,A,1239,2abc7dccb8c41c17,SODA-A,00201__800__3955___1800,13,crops/2abc7dccb8c41c17.jpg,,,,
m4-v3-e6479d43f0b9,A,1240,9faf399364166503,DIOR-R,20331,23,crops/9faf399364166503.jpg,,,,
m4-v3-e6479d43f0b9,A,1241,84fa0bef61b42a66,DIOR-R,18697,1,crops/84fa0bef61b42a66.jpg,,,,
m4-v3-e6479d43f0b9,A,1242,4f23d6b2c9723a55,DIOR-R,13584,3,crops/4f23d6b2c9723a55.jpg,,,,
m4-v3-e6479d43f0b9,A,1243,37b069f90cdabbf4,SODA-A,02082__800__3600___0,115,crops/37b069f90cdabbf4.jpg,,,,
m4-v3-e6479d43f0b9,A,1244,d3aafeb7389f655d,SODA-A,00123__800__1800___0,94,crops/d3aafeb7389f655d.jpg,,,,
m4-v3-e6479d43f0b9,A,1245,f11e1aab22b7188b,FAIR1M-v1.0,7864__1024__0___0,28,crops/f11e1aab22b7188b.jpg,,,,
m4-v3-e6479d43f0b9,A,1246,2c5d095dcf6edd0c,SODA-A,02022__800__600___0,1,crops/2c5d095dcf6edd0c.jpg,,,,
m4-v3-e6479d43f0b9,A,1247,de506eb01b0bcfb9,DIOR-R,18733,0,crops/de506eb01b0bcfb9.jpg,,,,
m4-v3-e6479d43f0b9,A,1248,d91452505f3d6c6d,SODA-A,01759__800__2400___1985,50,crops/d91452505f3d6c6d.jpg,,,,
m4-v3-e6479d43f0b9,A,1249,288f51ddbddbf5a7,DIOR-R,21380,7,crops/288f51ddbddbf5a7.jpg,,,,
m4-v3-e6479d43f0b9,A,1250,1e962fc8caf34e64,DIOR-R,22312,4,crops/1e962fc8caf34e64.jpg,,,,
m4-v3-e6479d43f0b9,A,1251,4f3c434881c5d57f,FAIR1M-v1.0,5121__1024__0___0,5,crops/4f3c434881c5d57f.jpg,,,,
m4-v3-e6479d43f0b9,A,1252,d5940ee9965544c8,FAIR1M-v1.0,4957__1024__0___0,123,crops/d5940ee9965544c8.jpg,,,,
m4-v3-e6479d43f0b9,A,1253,ddc9c09551ed6b1a,DIOR-R,21540,0,crops/ddc9c09551ed6b1a.jpg,,,,
m4-v3-e6479d43f0b9,A,1254,5fdc6b964ef92b44,DIOR-R,19090,0,crops/5fdc6b964ef92b44.jpg,,,,
m4-v3-e6479d43f0b9,A,1255,77f7df11ebac5a71,SODA-A,01780__800__2400___600,30,crops/77f7df11ebac5a71.jpg,,,,
m4-v3-e6479d43f0b9,A,1256,4e9073d83bb188d9,DIOR-R,17526,87,crops/4e9073d83bb188d9.jpg,,,,
m4-v3-e6479d43f0b9,A,1257,1fb12cbfe6de5a6a,SODA-A,01331__800__4000___600,102,crops/1fb12cbfe6de5a6a.jpg,,,,
m4-v3-e6479d43f0b9,A,1258,c7c145daeb44fcbe,FAIR1M-v1.0,7399__1024__0___0,0,crops/c7c145daeb44fcbe.jpg,,,,
m4-v3-e6479d43f0b9,A,1259,f27640677785eff7,SODA-A,00855__800__3600___1200,53,crops/f27640677785eff7.jpg,,,,
m4-v3-e6479d43f0b9,A,1260,75bb3e526e64744e,SODA-A,00855__800__1200___1800,1,crops/75bb3e526e64744e.jpg,,,,
m4-v3-e6479d43f0b9,A,1261,a45dbf103c61a335,DIOR-R,19273,88,crops/a45dbf103c61a335.jpg,,,,
m4-v3-e6479d43f0b9,A,1262,7060ce24cc77299a,FAIR1M-v1.0,8488__1024__0___0,243,crops/7060ce24cc77299a.jpg,,,,
m4-v3-e6479d43f0b9,A,1263,3070f2ae52abf773,FAIR1M-v1.0,13238__1024__0___0,4,crops/3070f2ae52abf773.jpg,,,,
m4-v3-e6479d43f0b9,A,1264,33c84656746f4079,DIOR-R,17999,0,crops/33c84656746f4079.jpg,,,,
m4-v3-e6479d43f0b9,A,1265,b09429b2609a151b,DIOR-R,15782,75,crops/b09429b2609a151b.jpg,,,,
m4-v3-e6479d43f0b9,A,1266,9199b03ff3a3b3f4,FAIR1M-v1.0,1726__1024__0___0,42,crops/9199b03ff3a3b3f4.jpg,,,,
m4-v3-e6479d43f0b9,A,1267,9cbeec419f3af8fa,FAIR1M-v1.0,1041__1024__0___0,102,crops/9cbeec419f3af8fa.jpg,,,,
m4-v3-e6479d43f0b9,A,1268,5a49d9f508208d8e,DIOR-R,12014,9,crops/5a49d9f508208d8e.jpg,,,,
m4-v3-e6479d43f0b9,A,1269,5176caff7b23e6df,FAIR1M-v1.0,1577__1024__0___0,42,crops/5176caff7b23e6df.jpg,,,,
m4-v3-e6479d43f0b9,A,1270,c5727805654c8db9,SODA-A,02231__800__3600___0,128,crops/c5727805654c8db9.jpg,,,,
m4-v3-e6479d43f0b9,A,1271,cd70cec0d14bc208,FAIR1M-v1.0,13445__1024__0___0,22,crops/cd70cec0d14bc208.jpg,,,,
m4-v3-e6479d43f0b9,A,1272,f2d6ad4a664dc379,DIOR-R,12379,6,crops/f2d6ad4a664dc379.jpg,,,,
m4-v3-e6479d43f0b9,A,1273,f882e7245f614fb1,DIOR-R,11866,6,crops/f882e7245f614fb1.jpg,,,,
m4-v3-e6479d43f0b9,A,1274,ce742a7d89faf3d8,FAIR1M-v1.0,15565__1024__0___0,0,crops/ce742a7d89faf3d8.jpg,,,,
m4-v3-e6479d43f0b9,A,1275,e1edb9b0d048ee0e,FAIR1M-v1.0,14205__1024__0___0,17,crops/e1edb9b0d048ee0e.jpg,,,,
m4-v3-e6479d43f0b9,A,1276,c8f1eeb1ae855f7b,FAIR1M-v1.0,9256__1024__0___0,98,crops/c8f1eeb1ae855f7b.jpg,,,,
m4-v3-e6479d43f0b9,A,1277,997154036aeffaf2,FAIR1M-v1.0,13439__1024__824___0,7,crops/997154036aeffaf2.jpg,,,,
m4-v3-e6479d43f0b9,A,1278,c73486457bd0db73,FAIR1M-v1.0,2587__1024__0___0,199,crops/c73486457bd0db73.jpg,,,,
m4-v3-e6479d43f0b9,A,1279,367ca1593780999e,SODA-A,00867__800__3000___1800,27,crops/367ca1593780999e.jpg,,,,
m4-v3-e6479d43f0b9,A,1280,1dbdf4d480ae0708,DIOR-R,20250,20,crops/1dbdf4d480ae0708.jpg,,,,
m4-v3-e6479d43f0b9,A,1281,35c2702cdbfcac43,DIOR-R,23158,20,crops/35c2702cdbfcac43.jpg,,,,
m4-v3-e6479d43f0b9,A,1282,3cc88ca4aabe17e3,SODA-A,02505__800__600___600,1,crops/3cc88ca4aabe17e3.jpg,,,,
m4-v3-e6479d43f0b9,A,1283,d2c9b3fd6e29a254,SODA-A,01812__800__1800___1800,4,crops/d2c9b3fd6e29a254.jpg,,,,
m4-v3-e6479d43f0b9,A,1284,c4fd2576d00567e1,DIOR-R,17618,13,crops/c4fd2576d00567e1.jpg,,,,
m4-v3-e6479d43f0b9,A,1285,d544a892c3b29d96,FAIR1M-v1.0,344__1024__0___0,104,crops/d544a892c3b29d96.jpg,,,,
m4-v3-e6479d43f0b9,A,1286,87b8e2e269e87130,DIOR-R,14777,18,crops/87b8e2e269e87130.jpg,,,,
m4-v3-e6479d43f0b9,A,1287,45ae7bf39c2a86c3,DIOR-R,13732,17,crops/45ae7bf39c2a86c3.jpg,,,,
m4-v3-e6479d43f0b9,A,1288,7e2c0edcd50b89d5,DIOR-R,17843,3,crops/7e2c0edcd50b89d5.jpg,,,,
m4-v3-e6479d43f0b9,A,1289,b7fd776a0400be67,DIOR-R,18666,0,crops/b7fd776a0400be67.jpg,,,,
m4-v3-e6479d43f0b9,A,1290,6d12a5e864a204c4,DIOR-R,15437,57,crops/6d12a5e864a204c4.jpg,,,,
m4-v3-e6479d43f0b9,A,1291,b197251750b2678a,SODA-A,02286__800__3000___1800,3,crops/b197251750b2678a.jpg,,,,
m4-v3-e6479d43f0b9,A,1292,ec1872e33b6cadc5,FAIR1M-v1.0,9146__1024__0___0,308,crops/ec1872e33b6cadc5.jpg,,,,
m4-v3-e6479d43f0b9,A,1293,345a015c596cc516,FAIR1M-v1.0,4626__1024__0___0,0,crops/345a015c596cc516.jpg,,,,
m4-v3-e6479d43f0b9,A,1294,925056f74b1b6584,DIOR-R,13925,0,crops/925056f74b1b6584.jpg,,,,
m4-v3-e6479d43f0b9,A,1295,67d1358654249942,FAIR1M-v1.0,4170__1024__0___0,30,crops/67d1358654249942.jpg,,,,
m4-v3-e6479d43f0b9,A,1296,bbaca06bec7736ce,FAIR1M-v1.0,1416__1024__0___0,17,crops/bbaca06bec7736ce.jpg,,,,
m4-v3-e6479d43f0b9,A,1297,daf1ad6d73b80856,FAIR1M-v1.0,978__1024__0___0,87,crops/daf1ad6d73b80856.jpg,,,,
m4-v3-e6479d43f0b9,A,1298,4bb2e82e9f09a66c,SODA-A,00384__800__0___1985,2,crops/4bb2e82e9f09a66c.jpg,,,,
m4-v3-e6479d43f0b9,A,1299,54e0499f95afd643,DIOR-R,20861,0,crops/54e0499f95afd643.jpg,,,,
m4-v3-e6479d43f0b9,A,1300,409c205934284ab6,FAIR1M-v1.0,14794__1024__0___0,224,crops/409c205934284ab6.jpg,,,,
m4-v3-e6479d43f0b9,A,1301,7ce71cbb2dcf0a4f,DIOR-R,23451,2,crops/7ce71cbb2dcf0a4f.jpg,,,,
m4-v3-e6479d43f0b9,A,1302,ef6d9efc790c13f7,SODA-A,00190__800__4000___0,256,crops/ef6d9efc790c13f7.jpg,,,,
m4-v3-e6479d43f0b9,A,1303,89ba663026c60a7f,DIOR-R,12545,12,crops/89ba663026c60a7f.jpg,,,,
m4-v3-e6479d43f0b9,A,1304,4e66fe3b1c1e9825,FAIR1M-v1.0,14174__1024__0___0,91,crops/4e66fe3b1c1e9825.jpg,,,,
m4-v3-e6479d43f0b9,A,1305,4cf3038969749ecf,DIOR-R,16321,3,crops/4cf3038969749ecf.jpg,,,,
m4-v3-e6479d43f0b9,A,1306,c16bd360139c6868,FAIR1M-v1.0,13965__1024__0___0,7,crops/c16bd360139c6868.jpg,,,,
m4-v3-e6479d43f0b9,A,1307,0c951c4cb67cab3c,FAIR1M-v1.0,13104__1024__0___0,85,crops/0c951c4cb67cab3c.jpg,,,,
m4-v3-e6479d43f0b9,A,1308,6cfa0a01b26444ca,SODA-A,01319__800__2400___600,9,crops/6cfa0a01b26444ca.jpg,,,,
m4-v3-e6479d43f0b9,A,1309,672db26c5aee7c6c,SODA-A,01631__800__3600___1985,30,crops/672db26c5aee7c6c.jpg,,,,
m4-v3-e6479d43f0b9,A,1310,ef5d83e9cb6283ea,DIOR-R,20028,16,crops/ef5d83e9cb6283ea.jpg,,,,
m4-v3-e6479d43f0b9,A,1311,e5629ce928bbbad1,FAIR1M-v1.0,13822__1024__0___0,6,crops/e5629ce928bbbad1.jpg,,,,
m4-v3-e6479d43f0b9,A,1312,839007d7ae7eada7,FAIR1M-v1.0,5297__1024__0___0,9,crops/839007d7ae7eada7.jpg,,,,
m4-v3-e6479d43f0b9,A,1313,574739e017a53b81,FAIR1M-v1.0,12328__1024__0___0,13,crops/574739e017a53b81.jpg,,,,
m4-v3-e6479d43f0b9,A,1314,1c634a0497c6fe3f,FAIR1M-v1.0,1536__1024__0___0,207,crops/1c634a0497c6fe3f.jpg,,,,
m4-v3-e6479d43f0b9,A,1315,40ecabc841b73bd9,FAIR1M-v1.0,3281__1024__0___0,45,crops/40ecabc841b73bd9.jpg,,,,
m4-v3-e6479d43f0b9,A,1316,96dca9fde4df4e3b,FAIR1M-v1.0,5121__1024__0___0,21,crops/96dca9fde4df4e3b.jpg,,,,
m4-v3-e6479d43f0b9,A,1317,d452cf2a348cbe92,DIOR-R,23367,50,crops/d452cf2a348cbe92.jpg,,,,
m4-v3-e6479d43f0b9,A,1318,b63fcacbf4d7618a,SODA-A,00231__800__0___600,177,crops/b63fcacbf4d7618a.jpg,,,,
m4-v3-e6479d43f0b9,A,1319,2f9cbf4230e1161b,SODA-A,00967__800__3600___0,46,crops/2f9cbf4230e1161b.jpg,,,,
m4-v3-e6479d43f0b9,A,1320,e4d17c76f4dae12a,FAIR1M-v1.0,13828__1024__0___0,289,crops/e4d17c76f4dae12a.jpg,,,,
m4-v3-e6479d43f0b9,A,1321,ff15527dbb7a2eef,SODA-A,01147__800__600___1200,1,crops/ff15527dbb7a2eef.jpg,,,,
m4-v3-e6479d43f0b9,A,1322,ad1ec4f8ab8e3fdc,DIOR-R,13103,145,crops/ad1ec4f8ab8e3fdc.jpg,,,,
m4-v3-e6479d43f0b9,A,1323,4f361d469e6c3410,DIOR-R,21314,2,crops/4f361d469e6c3410.jpg,,,,
m4-v3-e6479d43f0b9,A,1324,e02d6626ec129ea1,SODA-A,01885__800__3600___2045,12,crops/e02d6626ec129ea1.jpg,,,,
m4-v3-e6479d43f0b9,A,1325,5c164203da5c13c0,FAIR1M-v1.0,12547__1024__0___0,7,crops/5c164203da5c13c0.jpg,,,,
m4-v3-e6479d43f0b9,A,1326,3274399547b0268b,SODA-A,00614__800__1800___0,12,crops/3274399547b0268b.jpg,,,,
m4-v3-e6479d43f0b9,A,1327,7b6727eb1343ba4f,FAIR1M-v1.0,4618__1024__0___0,254,crops/7b6727eb1343ba4f.jpg,,,,
m4-v3-e6479d43f0b9,A,1328,c724e5dec82ecb7e,SODA-A,01407__800__1200___1800,17,crops/c724e5dec82ecb7e.jpg,,,,
m4-v3-e6479d43f0b9,A,1329,cbe0a7a1fddb5d73,SODA-A,01693__800__1800___1800,43,crops/cbe0a7a1fddb5d73.jpg,,,,
m4-v3-e6479d43f0b9,A,1330,03fadd472c1eeafd,SODA-A,01285__800__600___1968,0,crops/03fadd472c1eeafd.jpg,,,,
m4-v3-e6479d43f0b9,A,1331,08a7efda2a2b21b5,FAIR1M-v1.0,2392__1024__0___0,73,crops/08a7efda2a2b21b5.jpg,,,,
m4-v3-e6479d43f0b9,A,1332,908617d6f1763601,DIOR-R,14868,38,crops/908617d6f1763601.jpg,,,,
m4-v3-e6479d43f0b9,A,1333,3b3a64136eecf34f,FAIR1M-v1.0,3147__1024__0___0,3,crops/3b3a64136eecf34f.jpg,,,,
m4-v3-e6479d43f0b9,A,1334,54de968e6da39544,SODA-A,01305__800__600___1200,28,crops/54de968e6da39544.jpg,,,,
m4-v3-e6479d43f0b9,A,1335,be823328005111e7,FAIR1M-v1.0,6573__1024__0___0,16,crops/be823328005111e7.jpg,,,,
m4-v3-e6479d43f0b9,A,1336,91c7635cb943270c,DIOR-R,16406,36,crops/91c7635cb943270c.jpg,,,,
m4-v3-e6479d43f0b9,A,1337,572435f0f7f67ee6,SODA-A,02071__800__3000___1987,10,crops/572435f0f7f67ee6.jpg,,,,
m4-v3-e6479d43f0b9,A,1338,afe8ec504af90e32,SODA-A,01509__800__0___1800,66,crops/afe8ec504af90e32.jpg,,,,
m4-v3-e6479d43f0b9,A,1339,f80adabc5f7a2106,SODA-A,01251__800__600___2046,166,crops/f80adabc5f7a2106.jpg,,,,
