image_id,gt_count,old_r011_n_pred,m069_n_pred,r014_identity_n_pred,r014_hflip_n_pred,r014_vflip_n_pred
7769__1024__0___0,3,54,54,54,35,30
7781__1024__0___0,6,63,63,63,64,67
778__1024__0___0,8,50,50,50,56,48
7793__1024__0___0,61,268,268,268,287,305
7802__1024__0___0,2,79,79,79,74,79
7803__1024__0___0,9,75,75,75,75,73
7805__1024__0___0,1,44,44,44,50,51
7806__1024__0___0,67,290,290,290,310,279
7814__1024__0___0,2,47,47,47,46,47
7819__1024__0___0,58,273,273,273,258,262
7825__1024__0___0,286,629,629,629,638,644
782__1024__0___0,6,40,40,40,43,47
7835__1024__0___0,28,215,215,215,227,227
7836__1024__0___0,2,34,34,34,33,32
784__1024__0___0,4,47,47,47,44,40
7852__1024__0___0,4,25,25,25,28,29
7854__1024__0___0,33,131,131,131,149,142
7856__1024__0___0,55,262,262,262,260,272
7857__1024__0___0,2,29,29,29,28,38
7858__1024__0___0,9,92,92,92,87,88
7860__1024__0___0,27,302,302,302,333,308
7863__1024__0___0,11,164,164,164,142,174
7864__1024__0___0,12,112,112,112,106,112
7872__1024__0___0,9,112,112,112,132,130
7876__1024__0___0,37,328,328,328,302,320
7880__1024__0___0,4,48,48,48,55,54
7882__1024__0___0,2,22,22,22,22,20
7885__1024__0___0,3,34,34,34,29,32
7889__1024__0___0,5,68,68,68,110,99
7893__1024__0___0,35,273,273,273,255,267
7895__1024__0___0,32,203,203,203,212,204
789__1024__0___0,0,MISSING,7,7,6,5
789__1024__0___1648,0,MISSING,12,12,15,13
789__1024__0___1976,1,18,18,18,17,12
789__1024__0___824,0,MISSING,14,14,12,13
789__1024__1648___0,0,MISSING,6,6,8,6
789__1024__1648___1648,9,72,72,72,67,70
789__1024__1648___1976,8,63,63,63,59,63
789__1024__1648___824,0,MISSING,1,1,3,8
789__1024__1976___0,0,MISSING,10,10,8,6
789__1024__1976___1648,8,48,48,48,47,48
789__1024__1976___1976,5,46,46,46,42,49
789__1024__1976___824,3,42,42,42,32,40
789__1024__824___0,0,MISSING,8,8,8,9
789__1024__824___1648,2,27,27,27,25,25
789__1024__824___1976,2,16,16,16,16,14
789__1024__824___824,0,MISSING,18,18,19,16
7903__1024__0___0,4,10,10,10,9,9
7904__1024__0___0,2,26,26,26,33,30
7910__1024__0___0,2,51,51,51,55,49
7911__1024__0___0,21,239,239,239,263,234
7920__1024__0___0,2,13,13,13,10,9
7921__1024__0___0,3,57,57,57,55,56
7924__1024__0___0,58,269,269,269,276,291
7925__1024__0___0,25,301,301,301,278,274
7928__1024__0___0,3,32,32,32,38,33
7930__1024__0___0,4,48,48,48,47,48
7932__1024__0___0,10,84,84,84,89,84
7936__1024__0___0,2,26,26,26,28,19
7937__1024__0___0,4,45,45,45,51,52
7938__1024__0___0,1,10,10,10,17,18
7939__1024__0___0,1,6,6,6,8,9
793__1024__0___0,3,69,69,69,71,73
7940__1024__0___0,180,585,585,585,565,574
7941__1024__0___0,40,297,297,297,305,296
7943__1024__0___0,1,20,20,20,19,20
7946__1024__0___0,2,17,17,17,17,18
7956__1024__0___0,30,237,237,237,238,250
7961__1024__0___0,2,42,42,42,51,50
7969__1024__0___0,38,300,300,300,284,288
7970__1024__0___0,14,300,300,300,288,306
7971__1024__0___0,1,8,8,8,10,8
7973__1024__0___0,5,62,62,62,69,68
7977__1024__0___0,8,61,61,61,63,70
7986__1024__0___0,2,30,30,30,28,35
7997__1024__0___0,3,60,60,60,46,56
7__1024__0___0,1,21,21,21,17,25
7__1024__0___1648,4,31,31,31,25,29
7__1024__0___1976,3,35,35,35,24,30
7__1024__0___824,5,61,61,61,57,57
7__1024__1648___0,11,60,60,60,59,58
7__1024__1648___1648,1,7,7,7,4,0
7__1024__1648___1976,0,MISSING,2,2,0,0
7__1024__1648___824,1,13,13,13,14,9
7__1024__1976___0,1,19,19,19,25,17
7__1024__1976___1648,0,MISSING,3,3,3,2
7__1024__1976___1976,0,MISSING,3,3,2,0
7__1024__1976___824,0,MISSING,7,7,8,9
7__1024__824___0,19,65,65,65,84,78
7__1024__824___1648,3,17,17,17,14,16
7__1024__824___1976,2,17,17,17,20,14
7__1024__824___824,2,20,20,20,17,16
8000__1024__0___0,4,41,41,41,54,46
8003__1024__0___0,1,13,13,13,9,9
8015__1024__0___0,7,64,64,64,73,60
8017__1024__0___0,5,21,21,21,20,22
8018__1024__0___0,6,47,47,47,56,44
8021__1024__0___0,3,47,47,47,46,50
8024__1024__0___0,92,396,396,396,410,384
8034__1024__0___0,21,351,351,351,331,304
8046__1024__0___0,1,3,3,3,3,3
8052__1024__0___0,58,319,319,319,320,319
8054__1024__0___0,8,45,45,45,40,51
8064__1024__0___0,1,6,6,6,6,6
8077__1024__0___0,3,38,38,38,34,33
8088__1024__0___0,92,398,398,398,377,413
8091__1024__0___0,63,319,319,319,291,297
8093__1024__0___0,5,164,164,164,172,154
8098__1024__0___0,1,9,9,9,12,8
8099__1024__0___0,5,69,69,69,78,77
8105__1024__0___0,105,445,445,445,425,419
8106__1024__0___0,3,107,107,107,101,128
8109__1024__0___0,35,277,277,277,276,267
810__1024__0___0,15,126,126,126,130,120
810__1024__0___476,4,35,35,35,42,37
810__1024__476___0,14,128,128,128,130,124
810__1024__476___476,5,33,33,33,43,39
8112__1024__0___0,19,209,209,209,224,200
8115__1024__0___0,0,MISSING,8,8,6,7
8115__1024__0___824,0,MISSING,23,23,25,26
8115__1024__0___976,0,MISSING,20,20,21,23
8115__1024__824___0,6,45,45,45,59,49
8115__1024__824___824,0,MISSING,1,1,4,1
8115__1024__824___976,0,MISSING,4,4,4,3
8115__1024__976___0,11,88,88,88,99,94
8115__1024__976___824,0,MISSING,5,5,4,1
8115__1024__976___976,0,MISSING,6,6,3,5
8116__1024__0___0,1,20,20,20,29,33
8118__1024__0___0,13,98,98,98,90,106
8119__1024__0___0,2,21,21,21,22,20
8129__1024__0___0,6,34,34,34,34,33
8132__1024__0___0,2,28,28,28,29,27
8138__1024__0___0,19,192,192,192,200,193
8140__1024__0___0,28,314,314,314,296,317
8145__1024__0___0,3,43,43,43,38,41
8162__1024__0___0,2,39,39,39,45,34
8163__1024__0___0,37,277,277,277,245,270
8167__1024__0___0,5,32,32,32,28,32
8169__1024__0___0,4,58,58,58,51,50
8175__1024__0___0,131,437,437,437,432,461
8181__1024__0___0,4,39,39,39,39,35
8193__1024__0___0,5,208,208,208,225,187
8196__1024__0___0,1,18,18,18,17,15
8199__1024__0___0,42,234,234,234,230,237
819__1024__0___0,2,24,24,24,25,22
8208__1024__0___0,7,74,74,74,77,65
8209__1024__0___0,10,84,84,84,86,83
820__1024__0___0,5,53,53,53,54,49
8219__1024__0___0,3,39,39,39,39,41
8221__1024__0___0,4,41,41,41,56,54
8225__1024__0___0,236,576,576,576,558,577
8229__1024__0___0,6,74,74,74,77,79
8239__1024__0___0,96,310,310,310,309,313
8241__1024__0___0,26,278,278,278,274,260
8247__1024__0___0,3,34,34,34,30,31
8259__1024__0___0,2,22,22,22,15,26
8264__1024__0___0,4,42,42,42,51,51
8278__1024__0___0,4,93,93,93,96,111
8281__1024__0___0,2,13,13,13,16,17
8282__1024__0___0,2,10,10,10,10,11
8283__1024__0___0,19,165,165,165,191,199
8287__1024__0___0,2,27,27,27,27,27
8291__1024__0___0,21,290,290,290,275,280
8292__1024__0___0,1,6,6,6,5,5
8296__1024__0___0,13,219,219,219,240,246
8299__1024__0___0,6,80,80,80,81,82
82__1024__0___0,14,105,105,105,122,99
82__1024__0___476,13,95,95,95,87,86
82__1024__476___0,4,52,52,52,82,53
82__1024__476___476,3,24,24,24,33,19
8300__1024__0___0,13,105,105,105,123,125
8304__1024__0___0,16,164,164,164,141,130
8311__1024__0___0,6,59,59,59,57,52
8312__1024__0___0,8,51,51,51,50,53
8314__1024__0___0,6,42,42,42,52,50
8316__1024__0___0,5,43,43,43,42,46
8326__1024__0___0,6,34,34,34,33,32
8333__1024__0___0,10,74,74,74,78,77
8336__1024__0___0,1,16,16,16,13,21
8339__1024__0___0,20,313,313,313,316,328
833__1024__0___0,2,35,35,35,39,38
833__1024__0___1648,3,46,46,46,45,47
833__1024__0___1976,1,12,12,12,12,12
833__1024__0___824,2,27,27,27,28,24
833__1024__1648___0,1,19,19,19,16,18
833__1024__1648___1648,0,MISSING,7,7,7,6
833__1024__1648___1976,0,MISSING,4,4,8,5
833__1024__1648___824,0,MISSING,3,3,5,6
833__1024__1976___0,1,17,17,17,19,12
833__1024__1976___1648,0,MISSING,7,7,7,8
833__1024__1976___1976,0,MISSING,10,10,7,8
833__1024__1976___824,0,MISSING,7,7,8,7
833__1024__824___0,0,MISSING,5,5,6,8
833__1024__824___1648,4,67,67,67,77,75
833__1024__824___1976,2,28,28,28,30,33
833__1024__824___824,1,18,18,18,20,22
8340__1024__0___0,4,48,48,48,70,50
8343__1024__0___0,44,328,328,328,308,286
8344__1024__0___0,1,29,29,29,25,28
8345__1024__0___0,1,24,24,24,26,22
8346__1024__0___0,4,27,27,27,30,25
8355__1024__0___0,47,374,374,374,393,389
8357__1024__0___0,3,38,38,38,31,29
8375__1024__0___0,3,28,28,28,30,24
8376__1024__0___0,3,37,37,37,33,43
8377__1024__0___0,6,106,106,106,100,115
8379__1024__0___0,44,246,246,246,253,267
837__1024__0___0,5,65,65,65,70,67
8384__1024__0___0,47,280,280,280,297,287
8388__1024__0___0,39,323,323,323,326,314
8399__1024__0___0,32,220,220,220,207,201
83__1024__0___0,105,378,378,378,364,351
8400__1024__0___0,2,49,49,49,50,50
8405__1024__0___0,1,8,8,8,10,9
8410__1024__0___0,40,223,223,223,217,224
8416__1024__0___0,2,40,40,40,40,40
8417__1024__0___0,1,4,4,4,7,7
8426__1024__0___0,2,19,19,19,16,21
8427__1024__0___0,17,183,183,183,166,149
8435__1024__0___0,1,12,12,12,11,10
8438__1024__0___0,1,19,19,19,19,24
8440__1024__0___0,1,16,16,16,24,13
8448__1024__0___0,389,790,790,790,830,823
8451__1024__0___0,72,273,273,273,290,268
8452__1024__0___0,4,46,46,46,40,34
8454__1024__0___0,4,64,64,64,57,57
8466__1024__0___0,1,32,32,32,62,48
8470__1024__0___0,69,300,300,300,321,294
8473__1024__0___0,2,32,32,32,32,44
8480__1024__0___0,7,153,153,153,160,143
8484__1024__0___0,36,336,336,336,348,335
8488__1024__0___0,205,481,481,481,478,481
8490__1024__0___0,5,52,52,52,54,52
8491__1024__0___0,8,87,87,87,81,87
8493__1024__0___0,20,243,243,243,260,272
8498__1024__0___0,37,219,219,219,233,248
849__1024__0___0,69,375,375,375,372,348
8501__1024__0___0,1,11,11,11,14,14
8501__1024__0___824,3,27,27,27,30,22
8501__1024__0___976,2,21,21,21,15,17
8501__1024__824___0,7,46,46,46,48,38
8501__1024__824___824,4,35,35,35,27,29
8501__1024__824___976,2,12,12,12,9,17
8501__1024__976___0,8,53,53,53,52,49
8501__1024__976___824,2,15,15,15,10,14
8501__1024__976___976,1,7,7,7,6,8
8507__1024__0___0,26,221,221,221,217,219
8513__1024__0___0,132,425,425,425,418,430
8523__1024__0___0,16,123,123,123,106,121
8524__1024__0___0,32,175,175,175,169,157
8526__1024__0___0,4,42,42,42,45,49
8529__1024__0___0,29,214,214,214,227,214
8536__1024__0___0,4,50,50,50,49,49
8547__1024__0___0,7,67,67,67,63,73
8547__1024__0___824,38,208,208,208,240,233
8547__1024__0___976,49,232,232,232,240,233
8547__1024__824___0,2,20,20,20,25,21
8547__1024__824___824,44,354,354,354,336,361
8547__1024__824___976,46,335,335,335,301,382
8547__1024__976___0,3,16,16,16,26,24
8547__1024__976___824,22,263,263,263,165,293
8547__1024__976___976,24,280,280,280,207,300
8555__1024__0___0,5,66,66,66,73,67
8556__1024__0___0,4,44,44,44,52,41
8559__1024__0___0,1,56,56,56,38,53
8566__1024__0___0,1,5,5,5,6,9
8578__1024__0___0,4,63,63,63,60,65
8581__1024__0___0,7,184,184,184,181,187
8593__1024__0___0,104,389,389,389,406,394
8597__1024__0___0,1,15,15,15,11,11
85__1024__0___0,55,240,240,240,228,215
8603__1024__0___0,28,255,255,255,239,249
8609__1024__0___0,1,9,9,9,9,8
8610__1024__0___0,1,19,19,19,16,16
8615__1024__0___0,62,245,245,245,250,243
8616__1024__0___0,13,112,112,112,99,115
8619__1024__0___0,25,156,156,156,177,165
8629__1024__0___0,34,263,263,263,266,265
862__1024__0___0,125,423,423,423,423,415
8630__1024__0___0,61,278,278,278,303,286
8631__1024__0___0,0,MISSING,0,0,0,0
8631__1024__0___824,1,20,20,20,11,13
8631__1024__0___976,2,17,17,17,14,19
8631__1024__824___0,1,21,21,21,15,20
8631__1024__824___824,0,MISSING,0,0,0,0
8631__1024__824___976,0,MISSING,0,0,0,1
8631__1024__976___0,1,25,25,25,22,26
8631__1024__976___824,2,19,19,19,22,20
8631__1024__976___976,2,18,18,18,17,20
8637__1024__0___0,3,36,36,36,30,35
8639__1024__0___0,12,98,98,98,98,98
8647__1024__0___0,1,16,16,16,14,16
8651__1024__0___0,3,41,41,41,43,46
8653__1024__0___0,119,550,550,550,553,542
8654__1024__0___0,2,29,29,29,32,31
8656__1024__0___0,16,163,163,163,166,217
8658__1024__0___0,4,22,22,22,28,32
8659__1024__0___0,33,213,213,213,217,206
8664__1024__0___0,1,12,12,12,11,9
8667__1024__0___0,9,99,99,99,89,78
8668__1024__0___0,5,46,46,46,41,41
8669__1024__0___0,3,31,31,31,32,27
8671__1024__0___0,8,60,60,60,58,64
8676__1024__0___0,17,310,310,310,294,262
8679__1024__0___0,2,7,7,7,8,9
8683__1024__0___0,2,41,41,41,37,43
8684__1024__0___0,45,280,280,280,280,283
8688__1024__0___0,2,31,31,31,34,35
8691__1024__0___0,2,30,30,30,30,30
8692__1024__0___0,7,119,119,119,109,115
8693__1024__0___0,0,MISSING,229,229,248,233
8694__1024__0___0,71,275,275,275,262,248
8695__1024__0___0,4,50,50,50,49,50
8696__1024__0___0,77,366,366,366,348,347
86__1024__0___0,5,41,41,41,40,34
8700__1024__0___0,7,287,287,287,297,306
870__1024__0___0,172,585,585,585,599,579
8712__1024__0___0,5,61,61,61,48,45
8715__1024__0___0,2,15,15,15,14,12
8716__1024__0___0,392,665,665,665,655,655
8722__1024__0___0,18,280,280,280,287,264
8723__1024__0___0,4,55,55,55,62,61
8737__1024__0___0,9,50,50,50,53,53
8742__1024__0___0,1,25,25,25,25,28
8746__1024__0___0,12,144,144,144,155,133
8747__1024__0___0,3,24,24,24,21,31
8748__1024__0___0,61,341,341,341,332,334
8749__1024__0___0,25,182,182,182,191,181
8752__1024__0___0,42,235,235,235,248,256
8755__1024__0___0,6,52,52,52,45,43
8758__1024__0___0,1,9,9,9,11,11
8759__1024__0___0,26,209,209,209,231,219
8771__1024__0___0,3,37,37,37,55,56
8783__1024__0___0,118,385,385,385,399,383
8795__1024__0___0,6,77,77,77,74,71
87__1024__0___0,55,285,285,285,301,304
8804__1024__0___0,5,75,75,75,49,60
8805__1024__0___0,20,262,262,262,307,269
880__1024__0___0,3,29,29,29,26,34
8813__1024__0___0,1,18,18,18,20,16
8815__1024__0___0,128,455,455,455,473,454
8817__1024__0___0,4,66,66,66,74,66
8823__1024__0___0,20,207,207,207,233,205
8826__1024__0___0,1,11,11,11,16,24
8830__1024__0___0,6,54,54,54,55,58
8837__1024__0___0,6,120,120,120,166,157
8845__1024__0___0,6,47,47,47,45,46
8851__1024__0___0,87,330,330,330,329,340
8858__1024__0___0,3,41,41,41,37,36
885__1024__0___0,19,216,216,216,235,221
8860__1024__0___0,62,298,298,298,283,323
8867__1024__0___0,1,6,6,6,2,8
8869__1024__0___0,1,11,11,11,11,12
8873__1024__0___0,5,64,64,64,63,66
8880__1024__0___0,73,381,381,381,372,358
8892__1024__0___0,18,233,233,233,258,246
8898__1024__0___0,2,11,11,11,15,12
8901__1024__0___0,136,498,498,498,512,510
8924__1024__0___0,1,20,20,20,16,11
8936__1024__0___0,6,71,71,71,66,71
8937__1024__0___0,7,74,74,74,74,70
8939__1024__0___0,9,134,134,134,142,123
8944__1024__0___0,27,105,105,105,100,102
8945__1024__0___0,26,192,192,192,178,167
8947__1024__0___0,2,24,24,24,30,24
8948__1024__0___0,50,298,298,298,310,296
8951__1024__0___0,30,218,218,218,221,234
8955__1024__0___0,1,15,15,15,19,15
8956__1024__0___0,8,106,106,106,100,107
8961__1024__0___0,27,264,264,264,260,235
8963__1024__0___0,96,406,406,406,392,391
8964__1024__0___0,13,146,146,146,165,205
8966__1024__0___0,9,95,95,95,104,111
8969__1024__0___0,2,6,6,6,8,9
8972__1024__0___0,6,50,50,50,44,51
8983__1024__0___0,8,81,81,81,76,88
8990__1024__0___0,5,115,115,115,91,112
8998__1024__0___0,29,203,203,203,199,218
8999__1024__0___0,1,11,11,11,11,16
9003__1024__0___0,118,475,475,475,475,479
9011__1024__0___0,6,106,106,106,103,102
9015__1024__0___0,19,202,202,202,231,176
9016__1024__0___0,6,131,131,131,99,125
9019__1024__0___0,37,301,301,301,289,282
901__1024__0___0,57,363,363,363,357,373
9020__1024__0___0,1,10,10,10,19,17
9027__1024__0___0,5,36,36,36,34,41
9037__1024__0___0,1,17,17,17,19,17
9039__1024__0___0,2,26,26,26,25,27
9047__1024__0___0,2,21,21,21,22,22
904__1024__0___0,123,416,416,416,419,413
9053__1024__0___0,6,52,52,52,38,52
9060__1024__0___0,28,194,194,194,192,205
9073__1024__0___0,4,43,43,43,36,37
9081__1024__0___0,1,8,8,8,10,13
9089__1024__0___0,2,49,49,49,57,57
908__1024__0___0,1,13,13,13,11,14
908__1024__0___476,1,12,12,12,12,14
908__1024__476___0,2,18,18,18,25,25
908__1024__476___476,2,25,25,25,25,25
9091__1024__0___0,5,59,59,59,52,66
9097__1024__0___0,1,3,3,3,2,2
9099__1024__0___0,2,18,18,18,17,19
9102__1024__0___0,6,62,62,62,63,62
9107__1024__0___0,11,109,109,109,100,88
9108__1024__0___0,1,12,12,12,11,13
9109__1024__0___0,9,61,61,61,64,71
9112__1024__0___0,3,27,27,27,25,24
9114__1024__0___0,35,242,242,242,240,232
9127__1024__0___0,3,52,52,52,48,48
9128__1024__0___0,2,30,30,30,32,33
9138__1024__0___0,16,108,108,108,106,99
9140__1024__0___0,18,82,82,82,88,88
9146__1024__0___0,85,462,462,462,440,416
9151__1024__0___0,56,265,265,265,277,264
9155__1024__0___0,107,382,382,382,381,364
9157__1024__0___0,8,84,84,84,80,80
9166__1024__0___0,9,82,82,82,91,72
9169__1024__0___0,5,40,40,40,40,50
9170__1024__0___0,66,304,304,304,324,328
9196__1024__0___0,3,41,41,41,43,48
9198__1024__0___0,75,398,398,398,357,352
919__1024__0___0,98,400,400,400,380,382
91__1024__0___0,0,MISSING,5,5,7,5
91__1024__0___476,1,14,14,14,10,8
91__1024__476___0,0,MISSING,8,8,6,3
91__1024__476___476,1,16,16,16,19,10
9208__1024__0___0,6,50,50,50,52,52
920__1024__0___0,36,332,332,332,342,331
9213__1024__0___0,1,15,15,15,16,16
9219__1024__0___0,3,29,29,29,41,31
921__1024__0___0,0,MISSING,4,4,1,2
921__1024__0___476,1,3,3,3,4,3
921__1024__476___0,0,MISSING,1,1,1,0
921__1024__476___476,0,MISSING,0,0,0,0
9220__1024__0___0,1,15,15,15,11,20
9221__1024__0___0,179,552,552,552,567,569
9224__1024__0___0,4,39,39,39,42,41
9226__1024__0___0,5,63,63,63,61,65
9242__1024__0___0,3,35,35,35,35,32
9243__1024__0___0,3,65,65,65,60,63
9247__1024__0___0,1,14,14,14,12,16
9248__1024__0___0,13,59,59,59,56,59
9254__1024__0___0,54,231,231,231,220,225
9256__1024__0___0,72,294,294,294,293,316
9258__1024__0___0,2,24,24,24,21,27
9262__1024__0___0,6,89,89,89,94,83
9269__1024__0___0,137,377,377,377,369,370
9270__1024__0___0,27,156,156,156,164,184
9276__1024__0___0,13,86,86,86,88,84
9281__1024__0___0,3,31,31,31,28,42
9287__1024__0___0,2,17,17,17,13,15
9299__1024__0___0,3,41,41,41,37,35
929__1024__0___0,153,446,446,446,440,406
9316__1024__0___0,4,74,74,74,73,56
9327__1024__0___0,10,80,80,80,82,93
9331__1024__0___0,6,227,227,227,200,184
9336__1024__0___0,2,28,28,28,35,28
9340__1024__0___0,9,86,86,86,82,84
9343__1024__0___0,13,134,134,134,117,137
9351__1024__0___0,9,114,114,114,114,106
9355__1024__0___0,4,71,71,71,67,74
9357__1024__0___0,6,52,52,52,53,54
9370__1024__0___0,10,212,212,212,182,214
9374__1024__0___0,10,102,102,102,93,103
9375__1024__0___0,6,67,67,67,76,63
9378__1024__0___0,1,36,36,36,22,34
9387__1024__0___0,36,262,262,262,278,260
9391__1024__0___0,1,27,27,27,39,27
9394__1024__0___0,4,34,34,34,34,32
9401__1024__0___0,1,16,16,16,16,15
9403__1024__0___0,1,8,8,8,6,6
9404__1024__0___0,26,288,288,288,281,285
9417__1024__0___0,2,16,16,16,16,16
9419__1024__0___0,8,66,66,66,68,72
941__1024__0___0,33,259,259,259,292,319
9424__1024__0___0,18,237,237,237,247,233
9429__1024__0___0,2,12,12,12,12,12
942__1024__0___0,4,61,61,61,61,60
9445__1024__0___0,154,405,405,405,424,423
9446__1024__0___0,17,245,245,245,216,229
9450__1024__0___0,18,281,281,281,291,285
9465__1024__0___0,6,71,71,71,58,62
9466__1024__0___0,42,288,288,288,311,294
9471__1024__0___0,17,309,309,309,298,293
9473__1024__0___0,24,314,314,314,306,310
9477__1024__0___0,8,88,88,88,78,78
9478__1024__0___0,59,325,325,325,315,320
9486__1024__0___0,36,280,280,280,296,300
9488__1024__0___0,11,217,217,217,239,235
9491__1024__0___0,17,170,170,170,184,172
9495__1024__0___0,30,284,284,284,291,311
9496__1024__0___0,4,69,69,69,79,65
9500__1024__0___0,10,77,77,77,89,86
9501__1024__0___0,2,34,34,34,35,33
9502__1024__0___0,11,116,116,116,121,108
9505__1024__0___0,1,4,4,4,4,3
9507__1024__0___0,3,48,48,48,48,49
9508__1024__0___0,33,267,267,267,251,255
9511__1024__0___0,22,259,259,259,278,279
9515__1024__0___0,1,4,4,4,2,4
9517__1024__0___0,1,6,6,6,6,6
951__1024__0___0,6,42,42,42,48,52
951__1024__0___476,1,14,14,14,21,24
951__1024__476___0,20,253,253,253,236,237
951__1024__476___476,5,52,52,52,77,76
9522__1024__0___0,0,MISSING,5,5,9,5
9522__1024__0___824,0,MISSING,12,12,12,17
9522__1024__0___976,0,MISSING,18,18,22,17
9522__1024__824___0,8,93,93,93,88,85
9522__1024__824___824,11,133,133,133,132,117
9522__1024__824___976,5,72,72,72,66,64
9522__1024__976___0,9,97,97,97,93,92
9522__1024__976___824,12,128,128,128,137,131
9522__1024__976___976,6,71,71,71,76,72
9527__1024__0___0,5,50,50,50,46,49
9528__1024__0___0,10,90,90,90,86,88
952__1024__0___0,94,396,396,396,402,397
953__1024__0___0,9,87,87,87,91,76
953__1024__0___476,3,51,51,51,53,50
953__1024__476___0,6,67,67,67,82,60
953__1024__476___476,4,64,64,64,84,61
9541__1024__0___0,37,264,264,264,253,268
9553__1024__0___0,42,186,186,186,206,190
9554__1024__0___0,40,203,203,203,201,199
9556__1024__0___0,16,277,277,277,299,272
9560__1024__0___0,12,214,214,214,208,230
9562__1024__0___0,8,90,90,90,95,91
9565__1024__0___0,162,397,397,397,380,393
9569__1024__0___0,3,44,44,44,46,48
9575__1024__0___0,1,18,18,18,12,12
9578__1024__0___0,136,563,563,563,590,601
9580__1024__0___0,5,59,59,59,44,46
9582__1024__0___0,2,29,29,29,27,29
9596__1024__0___0,52,339,339,339,333,337
9599__1024__0___0,4,52,52,52,44,51
9602__1024__0___0,20,295,295,295,290,290
9605__1024__0___0,17,95,95,95,102,99
9610__1024__0___0,50,234,234,234,250,241
9615__1024__0___0,13,133,133,133,143,146
9617__1024__0___0,4,44,44,44,44,35
9619__1024__0___0,10,68,68,68,71,67
961__1024__0___0,5,34,34,34,33,36
961__1024__0___476,7,56,56,56,60,57
961__1024__476___0,2,21,21,21,21,25
961__1024__476___476,3,36,36,36,28,33
9622__1024__0___0,11,83,83,83,84,89
9625__1024__0___0,2,20,20,20,22,24
9626__1024__0___0,4,74,74,74,91,63
962__1024__0___0,232,616,616,616,636,626
9635__1024__0___0,179,530,530,530,539,547
9637__1024__0___0,39,343,343,343,330,320
9638__1024__0___0,1,23,23,23,20,22
963__1024__0___0,20,303,303,303,316,267
963__1024__0___476,19,259,259,259,255,244
963__1024__476___0,6,52,52,52,44,35
963__1024__476___476,6,61,61,61,48,46
9640__1024__0___0,4,65,65,65,60,65
9648__1024__0___0,34,242,242,242,242,240
964__1024__0___0,96,311,311,311,323,322
9654__1024__0___0,6,70,70,70,75,73
9657__1024__0___0,37,294,294,294,290,294
966__1024__0___0,79,323,323,323,318,317
9671__1024__0___0,6,71,71,71,58,64
967__1024__0___0,4,40,40,40,43,40
9684__1024__0___0,1,6,6,6,6,9
9685__1024__0___0,13,95,95,95,100,100
9686__1024__0___0,28,212,212,212,201,207
9688__1024__0___0,30,227,227,227,238,243
9691__1024__0___0,1,11,11,11,10,11
9694__1024__0___0,62,326,326,326,341,325
9695__1024__0___0,2,30,30,30,31,31
9702__1024__0___0,13,124,124,124,100,119
9705__1024__0___0,6,77,77,77,70,65
9716__1024__0___0,12,135,135,135,126,118
9732__1024__0___0,3,30,30,30,32,31
9738__1024__0___0,1,8,8,8,9,8
9741__1024__0___0,1,9,9,9,9,9
9742__1024__0___0,2,26,26,26,20,26
9744__1024__0___0,33,264,264,264,277,264
9745__1024__0___0,13,107,107,107,101,107
974__1024__0___0,44,266,266,266,268,270
9760__1024__0___0,4,41,41,41,44,42
9761__1024__0___0,8,72,72,72,64,67
9771__1024__0___0,102,396,396,396,382,383
9782__1024__0___0,2,34,34,34,30,40
978__1024__0___0,15,135,135,135,135,130
978__1024__0___476,2,83,83,83,76,112
978__1024__476___0,9,71,71,71,98,91
978__1024__476___476,2,74,74,74,138,153
9796__1024__0___0,2,43,43,43,36,40
9800__1024__0___0,1,6,6,6,9,6
9806__1024__0___0,2,49,49,49,44,41
9808__1024__0___0,5,33,33,33,29,30
9809__1024__0___0,18,213,213,213,240,254
980__1024__0___0,43,265,265,265,293,277
980__1024__0___476,24,200,200,200,218,257
980__1024__476___0,18,132,132,132,146,138
980__1024__476___476,5,19,19,19,23,21
9818__1024__0___0,13,79,79,79,85,82
9821__1024__0___0,5,59,59,59,56,56
9826__1024__0___0,2,53,53,53,37,53
9827__1024__0___0,88,397,397,397,386,421
9836__1024__0___0,1,11,11,11,10,11
9838__1024__0___0,7,76,76,76,71,72
9840__1024__0___0,6,88,88,88,91,88
9843__1024__0___0,20,279,279,279,278,264
9848__1024__0___0,52,261,261,261,250,241
9858__1024__0___0,11,197,197,197,216,155
9864__1024__0___0,29,169,169,169,164,171
9867__1024__0___0,8,53,53,53,43,48
9871__1024__0___0,9,78,78,78,73,80
9877__1024__0___0,17,127,127,127,114,112
987__1024__0___0,1,7,7,7,8,12
987__1024__0___476,2,29,29,29,16,29
987__1024__476___0,1,36,36,36,30,34
987__1024__476___476,3,60,60,60,65,68
9884__1024__0___0,5,77,77,77,72,72
9888__1024__0___0,5,44,44,44,48,50
9889__1024__0___0,9,284,284,284,294,322
9893__1024__0___0,6,73,73,73,70,69
9899__1024__0___0,21,298,298,298,288,295
9901__1024__0___0,9,143,143,143,136,141
9923__1024__0___0,5,76,76,76,70,76
9931__1024__0___0,4,33,33,33,39,41
9944__1024__0___0,11,205,205,205,220,192
9945__1024__0___0,11,158,158,158,165,155
9947__1024__0___0,1,8,8,8,7,8
9949__1024__0___0,29,232,232,232,230,240
994__1024__0___0,14,82,82,82,80,75
9955__1024__0___0,2,34,34,34,33,32
